,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
54,47.0,1,178686.0,6,11.0,3,3,1,0,0,0.0,0.0,40.0,0,0
55,17.0,1,270942.0,13,3.0,3,3,5,0,0,0.0,0.0,48.0,5,0
56,30.0,1,94235.0,1,9.0,3,6,5,0,0,0.0,0.0,40.0,0,0
57,49.0,1,71195.0,4,14.0,3,2,1,0,0,0.0,0.0,60.0,0,0
58,26.0,1,94936.0,5,12.0,3,5,1,0,0,0.0,0.0,40.0,0,0
59,22.0,2,293364.0,9,10.0,3,12,3,1,1,0.0,0.0,40.0,0,0
60,56.0,1,101128.0,5,12.0,2,3,1,0,0,0.0,0.0,25.0,11,0
61,31.0,1,156464.0,0,13.0,3,2,3,0,0,0.0,0.0,25.0,0,0
62,59.0,5,372020.0,0,13.0,0,11,0,0,0,0.0,0.0,40.0,0,1
63,40.0,1,96129.0,6,11.0,0,10,0,0,0,0.0,0.0,40.0,0,1
64,36.0,1,348022.0,11,6.0,0,3,2,0,1,0.0,0.0,24.0,0,0
65,62.0,1,270092.0,4,14.0,0,2,0,0,0,0.0,0.0,40.0,0,1
66,56.0,0,183081.0,9,10.0,0,5,0,0,0,0.0,0.0,45.0,0,0
67,19.0,1,25429.0,9,10.0,3,4,3,0,1,0.0,0.0,16.0,0,0
68,34.0,2,98101.0,0,13.0,0,0,0,0,0,7688.0,0.0,45.0,4,1
69,44.0,1,115562.0,9,10.0,0,10,0,0,0,0.0,0.0,40.0,0,0
70,20.0,5,137300.0,1,9.0,3,11,5,0,1,0.0,0.0,35.0,0,0
71,52.0,6,132178.0,0,13.0,0,0,0,0,0,0.0,0.0,50.0,0,1
72,20.0,1,416103.0,9,10.0,3,1,3,0,0,0.0,0.0,40.0,0,0
73,28.0,1,110145.0,1,9.0,0,4,0,0,0,0.0,0.0,40.0,0,0
74,24.0,1,241951.0,1,9.0,3,1,4,1,1,0.0,0.0,40.0,0,0
75,33.0,1,118500.0,9,10.0,1,0,4,0,1,0.0,0.0,40.0,0,0
76,46.0,1,188386.0,8,16.0,0,0,0,0,0,15024.0,0.0,60.0,0,1
77,30.0,1,426017.0,2,7.0,3,3,3,0,1,0.0,0.0,19.0,0,0
78,40.0,0,204116.0,0,13.0,2,2,1,0,1,2174.0,0.0,40.0,0,0
79,42.0,4,340148.0,9,10.0,0,4,2,0,1,0.0,0.0,40.0,0,0
80,24.0,3,191073.0,1,9.0,3,14,3,0,0,0.0,0.0,40.0,0,0
81,17.0,5,258872.0,2,7.0,3,11,3,0,1,0.0,0.0,5.0,0,0
82,44.0,0,234885.0,1,9.0,0,5,2,0,1,0.0,0.0,40.0,0,1
83,23.0,1,54012.0,1,9.0,0,7,0,0,0,0.0,0.0,60.0,0,0
84,44.0,1,116632.0,5,12.0,3,8,3,0,0,0.0,0.0,40.0,0,0
85,24.0,1,170070.0,0,13.0,3,10,1,0,1,0.0,0.0,20.0,0,0
86,30.0,1,118551.0,0,13.0,0,10,2,0,1,0.0,0.0,16.0,0,1
87,22.0,5,139883.0,9,10.0,3,11,3,0,0,0.0,0.0,40.0,0,0
88,22.0,1,281432.0,9,10.0,3,1,3,0,0,0.0,0.0,30.0,0,0
89,59.0,4,286967.0,1,9.0,0,7,0,0,0,0.0,0.0,45.0,0,0
90,33.0,1,178107.0,0,13.0,3,6,3,0,0,0.0,0.0,20.0,0,0
91,41.0,1,343121.0,1,9.0,1,4,4,0,1,0.0,0.0,36.0,0,0
92,26.0,1,64293.0,9,10.0,3,2,1,0,1,0.0,0.0,35.0,0,0
93,23.0,4,324960.0,1,9.0,3,8,1,0,0,0.0,0.0,40.0,15,0
94,43.0,1,112131.0,9,10.0,0,0,0,0,0,0.0,0.0,40.0,0,0
95,34.0,1,337587.0,9,10.0,0,2,0,0,0,0.0,0.0,50.0,0,1
96,28.0,1,189346.0,1,9.0,1,6,1,0,0,0.0,0.0,45.0,0,0
97,21.0,5,204226.0,9,10.0,3,11,4,0,1,0.0,0.0,35.0,0,0
98,28.0,1,85812.0,9,10.0,0,5,2,0,1,0.0,0.0,40.0,0,0
99,67.0,1,231559.0,10,15.0,0,2,0,0,0,20051.0,0.0,48.0,0,1
100,32.0,1,84179.0,1,9.0,3,1,1,0,1,0.0,0.0,45.0,0,0
101,35.0,1,54576.0,1,9.0,0,9,0,0,0,0.0,0.0,40.0,0,0
102,30.0,1,152453.0,2,7.0,0,3,0,0,0,0.0,0.0,40.0,5,0
103,54.0,1,212960.0,0,13.0,0,5,0,0,0,0.0,0.0,35.0,0,1
104,43.0,6,188436.0,4,14.0,0,0,0,0,0,5013.0,0.0,45.0,0,0
105,17.0,1,242718.0,2,7.0,3,5,3,0,0,0.0,0.0,12.0,0,0
106,27.0,1,158156.0,8,16.0,3,2,1,0,1,0.0,0.0,70.0,0,0
107,36.0,0,28738.0,5,12.0,1,5,4,0,1,0.0,0.0,35.0,0,0
108,58.0,4,283635.0,0,13.0,3,2,1,0,1,0.0,0.0,40.0,0,0
109,21.0,1,197747.0,9,10.0,3,5,3,0,1,0.0,0.0,24.0,0,0
110,29.0,1,34292.0,9,10.0,3,4,1,0,0,0.0,0.0,60.0,0,0
111,57.0,6,103948.0,0,13.0,1,2,1,0,0,0.0,0.0,80.0,0,0
112,60.0,1,39352.0,7,4.0,3,7,1,0,0,0.0,0.0,48.0,0,1
113,23.0,1,117789.0,0,13.0,3,4,3,0,1,0.0,0.0,40.0,0,0
114,49.0,1,136455.0,0,13.0,3,2,1,0,1,0.0,0.0,45.0,0,0
115,48.0,1,45612.0,1,9.0,3,4,4,1,1,0.0,0.0,37.0,0,0
116,29.0,1,182521.0,1,9.0,3,6,1,3,0,0.0,0.0,40.0,0,0
117,24.0,1,247564.0,1,9.0,3,6,1,0,0,0.0,0.0,40.0,0,0
118,27.0,1,109881.0,0,13.0,3,3,3,0,1,0.0,0.0,20.0,0,0
119,23.0,1,190483.0,0,13.0,3,5,3,0,1,0.0,0.0,20.0,0,0
120,47.0,0,165039.0,9,10.0,3,3,4,1,1,0.0,0.0,40.0,0,0
121,58.0,0,35723.0,1,9.0,0,6,0,0,0,0.0,0.0,60.0,0,0
122,36.0,1,188563.0,9,10.0,0,5,0,0,0,5178.0,0.0,50.0,0,1
123,58.0,5,158611.0,1,9.0,0,11,0,0,0,0.0,0.0,50.0,0,0
124,29.0,2,71592.0,9,10.0,3,4,4,2,1,0.0,0.0,40.0,12,0
125,44.0,0,335183.0,15,8.0,0,1,0,1,0,0.0,0.0,40.0,0,1
126,20.0,1,81145.0,9,10.0,3,5,1,0,1,0.0,0.0,25.0,0,0
127,24.0,1,172146.0,3,5.0,3,9,1,0,0,0.0,1721.0,40.0,0,0
128,22.0,1,240817.0,1,9.0,3,5,3,0,1,2597.0,0.0,40.0,0,0
129,23.0,4,430828.0,9,10.0,4,0,4,1,0,0.0,0.0,40.0,0,0
130,41.0,1,195124.0,4,14.0,3,0,1,0,0,0.0,0.0,35.0,24,0
131,30.0,1,189620.0,0,13.0,3,2,3,0,1,0.0,0.0,40.0,15,0
132,21.0,1,163870.0,9,10.0,3,1,3,0,0,0.0,0.0,30.0,0,0
133,45.0,1,242552.0,9,10.0,3,5,1,1,0,0.0,0.0,40.0,0,0
134,28.0,1,296450.0,0,13.0,0,2,0,0,0,0.0,0.0,40.0,0,0
135,36.0,4,382635.0,0,13.0,1,4,4,0,1,0.0,0.0,35.0,8,0
136,31.0,1,295697.0,1,9.0,4,3,4,1,1,0.0,0.0,40.0,0,0
137,41.0,1,125831.0,1,9.0,0,6,0,0,0,0.0,2051.0,60.0,0,0
138,42.0,1,162140.0,0,13.0,0,0,0,0,0,7298.0,0.0,45.0,0,1
139,43.0,1,177937.0,0,13.0,3,2,1,0,0,0.0,0.0,40.0,4,1
140,36.0,1,131414.0,9,10.0,3,5,1,1,1,0.0,0.0,36.0,0,0
141,22.0,1,223515.0,0,13.0,3,2,4,0,0,0.0,0.0,20.0,0,0
142,23.0,1,145111.0,1,9.0,3,7,4,0,0,0.0,0.0,50.0,0,0
143,39.0,1,48093.0,1,9.0,3,1,1,0,0,0.0,0.0,40.0,0,0
144,27.0,1,31757.0,6,11.0,3,6,3,0,0,0.0,0.0,38.0,0,0
145,33.0,4,120064.0,0,13.0,3,2,1,0,1,0.0,0.0,45.0,0,0
146,46.0,3,167381.0,1,9.0,0,4,2,0,1,0.0,0.0,40.0,0,1
147,53.0,6,128272.0,8,16.0,0,0,0,0,0,0.0,0.0,70.0,0,1
148,22.0,1,151790.0,9,10.0,0,5,2,0,1,0.0,0.0,30.0,10,0
149,31.0,1,244147.0,1,9.0,1,6,4,0,0,0.0,0.0,55.0,0,0
150,48.0,1,102102.0,6,11.0,0,10,0,0,0,0.0,0.0,50.0,0,1
151,41.0,6,32185.0,0,13.0,0,10,0,0,0,0.0,0.0,40.0,0,0
152,22.0,1,162343.0,9,10.0,3,3,5,1,0,0.0,0.0,20.0,0,0
153,43.0,1,274363.0,0,13.0,0,0,0,0,0,0.0,1902.0,40.0,13,1
154,68.0,0,315859.0,2,7.0,3,8,4,0,0,0.0,0.0,20.0,0,0
155,31.0,1,51471.0,1,9.0,1,4,4,0,1,0.0,0.0,38.0,0,0
156,33.0,1,169879.0,0,13.0,0,2,0,0,0,3103.0,0.0,47.0,0,1
157,17.0,1,32607.0,11,6.0,3,8,3,0,0,0.0,0.0,20.0,0,0
158,48.0,1,167159.0,6,11.0,3,4,4,0,0,0.0,0.0,40.0,0,0
159,62.0,1,174355.0,1,9.0,5,3,1,0,1,0.0,0.0,40.0,0,0
160,39.0,1,680390.0,1,9.0,4,9,4,0,1,0.0,0.0,24.0,0,0
161,43.0,1,233130.0,9,10.0,3,4,1,0,0,0.0,0.0,25.0,0,0
162,72.0,5,28929.0,2,7.0,5,11,1,0,1,0.0,0.0,24.0,0,0
163,35.0,1,135162.0,9,10.0,0,6,0,0,0,0.0,0.0,50.0,0,0
164,55.0,1,387569.0,1,9.0,0,6,0,0,0,4386.0,0.0,40.0,0,1
165,43.0,1,102895.0,9,10.0,1,2,1,0,0,0.0,0.0,40.0,0,0
166,39.0,1,138192.0,0,13.0,0,6,0,0,0,0.0,0.0,40.0,0,0
167,31.0,1,118966.0,1,9.0,3,6,3,0,0,0.0,0.0,18.0,0,0
168,61.0,1,99784.0,4,14.0,5,2,1,0,1,0.0,0.0,40.0,0,1
169,26.0,1,96467.0,0,13.0,3,2,1,0,1,0.0,0.0,40.0,0,0
170,48.0,2,327886.0,8,16.0,1,2,3,0,0,0.0,0.0,50.0,0,1
171,28.0,6,142712.0,9,10.0,0,0,0,0,0,0.0,0.0,70.0,0,0
172,44.0,1,48087.0,0,13.0,0,0,0,0,0,0.0,0.0,40.0,0,1
173,51.0,0,160724.0,0,13.0,0,5,0,2,0,0.0,2415.0,40.0,31,1
174,23.0,1,153044.0,1,9.0,3,1,4,1,1,0.0,0.0,7.0,0,0
175,38.0,1,411797.0,6,11.0,1,4,4,0,1,0.0,0.0,40.0,0,0
176,39.0,1,117683.0,1,9.0,0,7,0,0,0,0.0,0.0,40.0,0,1
177,32.0,1,270335.0,0,13.0,0,4,5,0,0,0.0,0.0,40.0,12,1
178,54.0,0,406468.0,1,9.0,0,5,0,1,0,0.0,0.0,40.0,0,0
179,35.0,0,372525.0,0,13.0,3,0,1,0,0,0.0,0.0,40.0,0,0
180,28.0,1,164170.0,6,11.0,0,4,2,2,1,0.0,0.0,40.0,3,0
181,28.0,1,109165.0,1,9.0,0,10,0,0,0,0.0,0.0,40.0,0,0
182,51.0,0,175897.0,3,5.0,0,6,0,0,0,0.0,0.0,20.0,0,0
183,46.0,1,171550.0,1,9.0,1,9,1,0,1,0.0,0.0,38.0,0,0
184,53.0,1,68898.0,9,10.0,0,10,0,0,0,0.0,0.0,40.0,0,0
185,27.0,1,93235.0,1,9.0,3,5,1,0,0,0.0,0.0,30.0,0,0
186,25.0,1,98155.0,9,10.0,3,7,4,0,0,0.0,0.0,40.0,0,0
187,19.0,5,52114.0,9,10.0,3,11,3,0,1,0.0,0.0,10.0,0,0
188,31.0,1,111567.0,0,13.0,3,5,1,0,0,0.0,0.0,40.0,0,1
189,40.0,1,184682.0,9,10.0,1,4,4,0,1,0.0,0.0,40.0,0,0
190,44.0,6,398473.0,9,10.0,0,5,0,0,0,0.0,0.0,70.0,0,1
191,33.0,4,298785.0,11,6.0,1,7,1,0,0,0.0,0.0,40.0,0,0
192,42.0,1,176286.0,5,12.0,0,0,0,0,0,0.0,0.0,40.0,0,1
193,35.0,6,368825.0,9,10.0,0,5,0,0,0,0.0,0.0,60.0,0,1
194,37.0,1,200153.0,1,9.0,0,6,0,0,0,0.0,0.0,40.0,0,0
195,25.0,1,178326.0,9,10.0,3,5,1,0,1,0.0,0.0,40.0,0,0
196,50.0,0,124793.0,1,9.0,0,6,0,0,0,0.0,0.0,30.0,0,0
197,47.0,1,192835.0,1,9.0,0,4,0,0,0,0.0,0.0,50.0,0,1
198,50.0,1,168212.0,8,16.0,0,2,0,0,0,0.0,1902.0,65.0,0,1
199,38.0,2,343642.0,1,9.0,0,2,2,0,1,0.0,0.0,40.0,0,1
200,66.0,1,271567.0,1,9.0,4,9,1,1,0,0.0,0.0,40.0,0,0
201,39.0,6,180804.0,1,9.0,0,0,0,0,0,0.0,0.0,40.0,0,1
202,26.0,1,109186.0,9,10.0,0,5,0,0,0,0.0,0.0,50.0,10,0
203,51.0,1,220537.0,1,9.0,1,9,1,0,1,0.0,0.0,40.0,0,0
204,38.0,1,173208.0,4,14.0,0,2,0,0,0,0.0,0.0,25.0,0,0
205,22.0,1,122346.0,1,9.0,1,6,1,0,0,0.0,0.0,40.0,0,0
206,41.0,1,198316.0,9,10.0,3,6,1,0,0,0.0,0.0,50.0,29,0
207,45.0,1,368561.0,1,9.0,0,0,0,0,0,0.0,0.0,55.0,0,1
208,31.0,1,93106.0,6,11.0,3,4,1,0,1,0.0,0.0,40.0,0,0
209,32.0,1,206365.0,1,9.0,3,3,1,1,1,0.0,0.0,40.0,0,0
210,37.0,1,123785.0,1,9.0,3,3,1,0,0,0.0,0.0,75.0,0,0
211,30.0,1,296453.0,0,13.0,0,4,0,0,0,7298.0,0.0,40.0,0,1
212,38.0,1,193026.0,9,10.0,1,6,1,0,0,0.0,0.0,40.0,11,0
213,32.0,1,87643.0,0,13.0,0,5,0,0,0,0.0,0.0,40.0,0,0
214,43.0,0,277647.0,1,9.0,0,0,0,0,0,0.0,0.0,35.0,0,0
215,35.0,1,199352.0,10,15.0,0,2,0,0,0,0.0,1977.0,80.0,0,1
216,36.0,1,29984.0,15,8.0,0,7,0,0,0,0.0,0.0,40.0,0,0
217,36.0,1,117312.0,5,12.0,1,10,1,0,1,0.0,0.0,60.0,0,0
218,37.0,1,215310.0,1,9.0,0,6,0,0,0,0.0,0.0,50.0,0,1
219,48.0,2,55863.0,8,16.0,0,2,2,0,1,0.0,1902.0,46.0,0,1
220,19.0,0,36012.0,9,10.0,3,6,3,0,0,0.0,0.0,20.0,0,0
221,27.0,1,137645.0,0,13.0,3,5,1,1,1,0.0,1590.0,40.0,0,0
222,22.0,1,191342.0,0,13.0,3,5,3,2,0,0.0,0.0,50.0,21,0
223,32.0,1,118161.0,1,9.0,0,12,0,0,0,0.0,0.0,40.0,0,0
224,31.0,1,196025.0,8,16.0,2,2,1,2,0,0.0,0.0,60.0,31,0
225,34.0,1,107793.0,1,9.0,1,6,1,0,0,0.0,0.0,40.0,0,0
226,22.0,0,361280.0,0,13.0,3,2,3,2,0,0.0,0.0,20.0,3,0
227,19.0,5,80710.0,1,9.0,3,11,3,0,1,0.0,0.0,40.0,0,0
228,68.0,5,140282.0,7,4.0,0,11,0,0,0,0.0,0.0,8.0,0,0
229,39.0,6,218184.0,3,5.0,0,0,0,0,0,0.0,1651.0,40.0,5,0
230,34.0,0,196791.0,5,12.0,0,2,2,0,1,0.0,0.0,25.0,0,1
231,31.0,1,51259.0,0,13.0,3,2,1,0,0,0.0,0.0,47.0,0,0
232,29.0,1,131088.0,1,9.0,3,1,3,0,0,0.0,0.0,25.0,0,0
233,37.0,2,60227.0,0,13.0,3,4,1,0,0,0.0,0.0,38.0,0,0
234,60.0,6,226355.0,6,11.0,0,9,0,0,0,0.0,2415.0,70.0,4,1
235,58.0,4,205267.0,0,13.0,0,2,2,0,1,0.0,0.0,40.0,0,1
236,34.0,2,50178.0,9,10.0,0,0,0,0,0,0.0,0.0,38.0,0,0
237,28.0,1,294936.0,0,13.0,0,2,0,0,0,0.0,0.0,45.0,0,0
238,34.0,5,181934.0,1,9.0,1,11,1,0,1,0.0,0.0,40.0,0,0
239,31.0,1,316672.0,1,9.0,3,3,4,0,1,0.0,0.0,40.0,5,0
240,37.0,1,189382.0,6,11.0,3,4,3,0,1,0.0,0.0,38.0,0,0
241,41.0,1,328447.0,12,2.0,0,6,0,0,0,0.0,0.0,35.0,5,0
242,20.0,1,230891.0,9,10.0,3,5,1,0,0,0.0,0.0,45.0,0,0
243,59.0,3,212448.0,1,9.0,5,5,4,0,1,0.0,0.0,40.0,10,0
244,56.0,0,200235.0,9,10.0,0,5,0,0,0,0.0,0.0,60.0,0,0
245,24.0,5,35633.0,9,10.0,3,11,1,0,0,0.0,0.0,40.0,4,0
246,65.0,1,350498.0,0,13.0,0,4,0,0,0,10605.0,0.0,20.0,0,1
247,40.0,1,216237.0,0,13.0,1,0,1,0,1,0.0,0.0,45.0,0,1
248,27.0,4,247507.0,0,13.0,3,2,3,0,0,0.0,0.0,35.0,0,0
249,48.0,1,182862.0,9,10.0,0,6,0,0,0,0.0,0.0,40.0,0,1
250,30.0,4,235271.0,0,13.0,0,2,0,0,0,0.0,0.0,50.0,0,1
251,31.0,1,32406.0,9,10.0,1,6,4,0,1,0.0,0.0,20.0,0,0
252,33.0,5,163003.0,1,9.0,1,11,1,2,1,0.0,0.0,41.0,31,0
253,45.0,0,247379.0,1,9.0,0,6,0,0,0,0.0,0.0,40.0,0,1
254,31.0,1,106347.0,2,7.0,4,3,1,1,1,0.0,0.0,42.0,0,0
255,23.0,1,174754.0,9,10.0,3,5,1,0,1,0.0,0.0,30.0,0,0
256,34.0,1,441454.0,1,9.0,3,5,1,0,1,0.0,0.0,24.0,0,0
257,54.0,6,166459.0,10,15.0,0,2,0,0,0,99999.0,0.0,60.0,0,1
258,49.0,1,148995.0,1,9.0,1,4,1,0,0,0.0,0.0,40.0,0,0
259,32.0,1,209432.0,1,9.0,3,1,3,0,1,0.0,0.0,40.0,0,0
260,38.0,1,65466.0,0,13.0,3,4,1,0,1,0.0,0.0,50.0,0,0
261,20.0,1,232577.0,9,10.0,3,3,4,0,1,0.0,0.0,40.0,0,0
262,67.0,1,171584.0,0,13.0,0,12,0,0,0,6514.0,0.0,7.0,0,1
263,42.0,3,158926.0,5,12.0,1,2,4,2,1,0.0,0.0,40.0,12,1
264,47.0,0,370119.0,0,13.0,0,5,0,0,0,15024.0,0.0,50.0,0,1
265,63.0,0,795830.0,12,2.0,5,3,4,0,1,0.0,0.0,30.0,25,0
266,46.0,1,279661.0,4,14.0,0,2,0,1,0,0.0,0.0,35.0,0,0
267,44.0,4,34935.0,9,10.0,3,3,3,1,0,0.0,0.0,40.0,0,0
268,36.0,0,180686.0,10,15.0,0,2,0,0,0,0.0,0.0,50.0,0,0
269,30.0,1,209103.0,6,11.0,0,0,0,0,0,0.0,0.0,48.0,0,0
270,26.0,1,202203.0,13,3.0,3,4,3,0,1,0.0,0.0,40.0,5,0
271,32.0,1,509350.0,9,10.0,0,1,0,0,0,0.0,0.0,50.0,9,1
272,41.0,2,144928.0,0,13.0,0,2,0,0,0,0.0,0.0,40.0,0,1
273,48.0,1,55237.0,0,13.0,0,6,0,0,0,0.0,0.0,45.0,0,1
274,24.0,1,293579.0,1,9.0,3,5,3,1,1,0.0,0.0,20.0,0,0
275,35.0,1,184117.0,0,13.0,3,4,3,0,1,0.0,0.0,40.0,0,0
276,62.0,5,225652.0,7,4.0,0,11,0,0,0,3411.0,0.0,50.0,0,0
277,33.0,1,105974.0,1,9.0,3,6,1,0,0,0.0,0.0,41.0,0,0
278,51.0,1,203435.0,9,10.0,1,5,4,0,1,0.0,0.0,40.0,14,0
279,31.0,3,168312.0,6,11.0,3,0,1,0,1,0.0,0.0,40.0,0,0
280,49.0,6,257764.0,1,9.0,1,0,4,0,1,0.0,0.0,40.0,0,0
281,49.0,1,171301.0,1,9.0,0,9,2,1,1,0.0,0.0,40.0,0,0
282,43.0,1,221550.0,4,14.0,3,3,1,0,1,0.0,0.0,30.0,15,0
283,37.0,0,137314.0,1,9.0,0,0,0,0,0,0.0,0.0,60.0,0,0
284,27.0,1,29904.0,0,13.0,3,10,1,0,1,0.0,0.0,40.0,0,0
285,19.0,3,234151.0,1,9.0,3,4,4,1,1,0.0,0.0,40.0,0,0
286,54.0,1,398212.0,1,9.0,0,7,0,1,0,5013.0,0.0,40.0,0,0
287,54.0,0,114758.0,4,14.0,0,5,0,0,0,0.0,0.0,50.0,0,0
288,51.0,1,246519.0,11,6.0,0,1,0,0,0,2105.0,0.0,45.0,0,0
289,40.0,1,260696.0,1,9.0,3,4,1,0,1,0.0,0.0,40.0,0,0
290,50.0,1,113176.0,1,9.0,1,4,1,0,1,0.0,0.0,40.0,0,0
291,42.0,5,51795.0,1,9.0,1,11,4,1,1,0.0,0.0,32.0,0,0
292,39.0,4,352628.0,5,12.0,0,6,2,0,1,0.0,0.0,50.0,0,1
293,48.0,1,329778.0,1,9.0,5,3,4,0,1,0.0,0.0,40.0,0,0
294,53.0,1,34368.0,9,10.0,0,0,0,0,0,0.0,0.0,45.0,0,1
295,46.0,1,134727.0,2,7.0,1,9,4,3,0,0.0,0.0,43.0,10,0
296,59.0,1,296253.0,1,9.0,1,0,1,0,1,0.0,0.0,40.0,0,0
297,32.0,1,180871.0,6,11.0,1,5,1,0,0,0.0,0.0,50.0,0,1
298,61.0,5,347089.0,1,9.0,0,11,0,0,0,0.0,0.0,16.0,0,0
299,49.0,6,125892.0,4,14.0,0,0,0,0,0,0.0,0.0,50.0,0,1
300,56.0,1,311249.0,1,9.0,5,4,4,1,1,0.0,0.0,38.0,0,0
301,48.0,6,192945.0,1,9.0,0,0,0,0,0,7688.0,0.0,40.0,0,1
302,40.0,1,228535.0,5,12.0,0,2,0,0,0,7298.0,0.0,36.0,0,1
303,61.0,1,120939.0,10,15.0,0,7,0,0,0,0.0,0.0,5.0,0,1
304,47.0,1,34248.0,1,9.0,0,4,0,0,0,0.0,0.0,38.0,0,0
305,43.0,0,35236.0,1,9.0,2,6,1,0,0,0.0,0.0,40.0,0,0
306,31.0,1,209448.0,11,6.0,0,8,0,0,0,2105.0,0.0,40.0,5,0
307,32.0,1,402812.0,9,10.0,0,5,0,0,0,0.0,0.0,48.0,0,0
