,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
62,23.0,1,211678.0,9,10.0,3,9,1,0,0,0.0,0.0,40.0,0,0
63,79.0,1,124744.0,9,10.0,0,2,5,0,0,0.0,0.0,20.0,0,0
64,40.0,1,32214.0,5,12.0,0,4,0,0,0,0.0,0.0,40.0,0,0
65,18.0,1,309634.0,2,7.0,3,3,3,0,1,0.0,0.0,22.0,0,0
66,31.0,4,125927.0,7,4.0,0,8,0,0,0,0.0,0.0,40.0,0,0
67,52.0,1,276515.0,0,13.0,0,3,0,0,0,0.0,0.0,40.0,1,0
68,59.0,1,159937.0,1,9.0,0,5,0,0,0,0.0,0.0,48.0,0,0
69,44.0,1,343591.0,1,9.0,1,6,1,0,1,14344.0,0.0,40.0,0,1
70,53.0,1,346253.0,1,9.0,1,5,3,0,1,0.0,0.0,35.0,0,0
71,49.0,4,268234.0,1,9.0,0,12,0,0,0,0.0,0.0,40.0,0,1
72,33.0,1,202051.0,4,14.0,0,2,0,0,0,0.0,0.0,50.0,0,0
73,30.0,1,54334.0,3,5.0,3,5,1,0,0,0.0,0.0,40.0,0,0
74,43.0,3,410867.0,8,16.0,3,2,1,0,1,0.0,0.0,50.0,0,1
75,57.0,1,249977.0,6,11.0,0,2,0,0,0,0.0,0.0,40.0,0,0
76,37.0,1,286730.0,9,10.0,1,6,4,0,1,0.0,0.0,40.0,0,0
77,28.0,1,212563.0,9,10.0,1,9,4,1,1,0.0,0.0,25.0,0,0
78,30.0,1,117747.0,1,9.0,0,5,2,2,1,0.0,1573.0,35.0,4,0
79,34.0,4,226296.0,0,13.0,0,12,0,0,0,0.0,0.0,40.0,0,1
80,29.0,4,115585.0,9,10.0,3,1,1,0,0,0.0,0.0,50.0,0,0
81,48.0,0,191277.0,8,16.0,0,2,0,0,0,0.0,1902.0,60.0,0,1
82,37.0,1,202683.0,9,10.0,0,5,0,0,0,0.0,0.0,48.0,0,1
83,32.0,3,249409.0,1,9.0,3,3,3,1,0,0.0,0.0,40.0,0,0
84,76.0,1,124191.0,4,14.0,0,0,0,0,0,0.0,0.0,40.0,0,1
85,44.0,1,198282.0,0,13.0,0,0,0,0,0,15024.0,0.0,60.0,0,1
86,47.0,0,149116.0,4,14.0,3,2,1,0,1,0.0,0.0,50.0,0,0
87,32.0,6,317660.0,1,9.0,0,6,0,0,0,7688.0,0.0,40.0,0,1
88,17.0,5,304873.0,11,6.0,3,11,3,0,1,34095.0,0.0,32.0,0,0
89,30.0,1,194901.0,2,7.0,3,1,3,0,0,0.0,0.0,40.0,0,0
90,31.0,4,189265.0,1,9.0,3,4,1,0,1,0.0,0.0,40.0,0,0
91,24.0,1,432376.0,0,13.0,3,5,5,0,0,0.0,0.0,40.0,0,0
92,38.0,1,65324.0,10,15.0,0,2,0,0,0,0.0,0.0,40.0,0,1
93,56.0,0,335605.0,1,9.0,0,3,0,0,0,0.0,1887.0,50.0,9,1
94,28.0,1,377869.0,9,10.0,0,5,2,0,1,4064.0,0.0,25.0,0,0
95,36.0,1,102864.0,1,9.0,3,9,3,0,1,0.0,0.0,40.0,0,0
96,56.0,6,303090.0,9,10.0,0,5,0,0,0,0.0,0.0,50.0,0,0
97,55.0,1,247552.0,9,10.0,0,5,0,0,0,0.0,0.0,56.0,0,0
98,40.0,1,118853.0,0,13.0,0,0,0,0,0,0.0,0.0,60.0,0,0
99,30.0,1,77143.0,0,13.0,3,0,3,1,0,0.0,0.0,40.0,10,0
100,29.0,2,267989.0,0,13.0,0,2,0,0,0,0.0,0.0,50.0,0,1
101,19.0,1,301606.0,9,10.0,3,3,3,1,0,0.0,0.0,35.0,0,0
102,47.0,1,287828.0,0,13.0,0,0,2,0,1,0.0,0.0,40.0,0,1
103,31.0,1,114937.0,5,12.0,0,4,0,0,0,0.0,0.0,40.0,0,1
104,35.0,5,129305.0,1,9.0,0,11,0,0,0,0.0,0.0,40.0,0,0
105,28.0,1,69621.0,5,12.0,3,5,1,0,1,0.0,0.0,60.0,0,0
106,24.0,1,43323.0,1,9.0,3,3,1,0,1,0.0,1762.0,40.0,0,0
107,38.0,0,120985.0,1,9.0,0,6,0,0,0,4386.0,0.0,35.0,0,0
108,37.0,1,254202.0,0,13.0,0,5,0,0,0,0.0,0.0,50.0,0,0
109,46.0,1,146195.0,5,12.0,1,10,1,1,1,0.0,0.0,36.0,0,0
110,38.0,3,125933.0,4,14.0,0,2,0,0,0,0.0,0.0,40.0,11,1
111,43.0,0,56920.0,1,9.0,0,6,0,0,0,0.0,0.0,60.0,0,0
112,27.0,1,163127.0,6,11.0,0,4,2,0,1,0.0,0.0,35.0,0,0
113,20.0,1,34310.0,9,10.0,3,5,3,0,0,0.0,0.0,20.0,0,0
114,49.0,1,81973.0,9,10.0,0,6,0,2,0,0.0,0.0,40.0,0,1
115,61.0,6,66614.0,1,9.0,0,6,0,0,0,0.0,0.0,40.0,0,0
116,27.0,1,232782.0,9,10.0,3,5,3,0,1,0.0,0.0,40.0,0,0
117,19.0,1,316868.0,9,10.0,3,3,3,0,0,0.0,0.0,30.0,5,0
118,45.0,1,196584.0,6,11.0,3,2,1,0,1,0.0,1564.0,40.0,0,1
119,70.0,1,105376.0,9,10.0,3,10,5,0,0,0.0,0.0,40.0,0,0
120,31.0,1,185814.0,1,9.0,3,7,4,1,1,0.0,0.0,30.0,0,0
121,36.0,1,108293.0,1,9.0,5,3,4,0,1,0.0,0.0,24.0,0,0
122,64.0,1,181232.0,2,7.0,0,6,0,0,0,0.0,2179.0,40.0,0,0
123,43.0,5,174662.0,9,10.0,1,11,1,0,1,0.0,0.0,40.0,0,0
124,34.0,1,198183.0,1,9.0,3,4,1,0,1,0.0,0.0,40.0,0,0
125,33.0,1,163003.0,0,13.0,3,0,5,2,1,0.0,0.0,40.0,12,0
126,21.0,1,296158.0,1,9.0,3,6,3,0,0,0.0,0.0,35.0,0,0
127,52.0,5,252903.0,1,9.0,1,11,1,0,0,0.0,0.0,45.0,0,1
128,48.0,1,187715.0,1,9.0,0,6,0,0,0,0.0,0.0,46.0,0,0
129,23.0,1,214542.0,0,13.0,3,1,1,0,0,0.0,0.0,40.0,0,0
130,29.0,1,191535.0,1,9.0,1,6,1,0,0,0.0,0.0,60.0,0,0
131,42.0,1,228456.0,0,13.0,4,3,5,1,0,0.0,0.0,50.0,0,0
132,68.0,5,38317.0,12,2.0,1,11,1,0,1,0.0,0.0,20.0,0,0
133,25.0,1,252752.0,1,9.0,3,3,4,0,1,0.0,0.0,40.0,0,0
134,44.0,6,78374.0,4,14.0,1,0,4,2,1,0.0,0.0,40.0,0,0
135,28.0,1,88419.0,1,9.0,3,0,1,2,1,0.0,0.0,40.0,13,0
136,45.0,0,201080.0,4,14.0,0,5,0,0,0,0.0,0.0,40.0,0,1
137,39.0,3,235485.0,5,12.0,3,0,1,0,0,0.0,0.0,42.0,0,0
138,46.0,2,102628.0,4,14.0,5,12,4,0,0,0.0,0.0,40.0,0,0
139,18.0,1,25828.0,2,7.0,3,1,3,0,0,0.0,0.0,16.0,0,0
140,66.0,4,54826.0,6,11.0,5,2,1,0,1,0.0,0.0,20.0,0,0
141,27.0,1,124953.0,1,9.0,3,3,1,0,0,0.0,1980.0,40.0,0,0
142,27.0,1,428030.0,0,13.0,3,6,1,0,0,0.0,0.0,50.0,0,0
143,28.0,2,149624.0,0,13.0,0,2,0,0,0,0.0,0.0,40.0,0,1
144,27.0,1,253814.0,1,9.0,2,5,4,0,1,0.0,0.0,25.0,0,0
145,34.0,1,483777.0,1,9.0,3,1,1,1,0,0.0,0.0,40.0,0,0
146,18.0,1,183930.0,1,9.0,3,3,3,0,0,0.0,0.0,12.0,0,0
147,33.0,1,37274.0,0,13.0,0,2,0,0,0,0.0,0.0,65.0,0,0
148,44.0,4,181344.0,9,10.0,0,0,0,1,0,0.0,0.0,38.0,0,1
149,43.0,1,114580.0,9,10.0,1,4,1,0,1,0.0,0.0,40.0,0,0
150,40.0,1,286370.0,7,4.0,0,9,0,0,0,0.0,0.0,40.0,5,1
151,37.0,3,29054.0,9,10.0,0,4,0,0,0,0.0,0.0,42.0,0,1
152,34.0,1,304030.0,1,9.0,0,4,0,1,0,0.0,0.0,40.0,0,0
153,31.0,1,99928.0,4,14.0,0,2,2,0,1,0.0,0.0,50.0,0,0
154,58.0,2,109567.0,8,16.0,0,2,0,0,0,0.0,0.0,1.0,0,1
155,38.0,1,155222.0,9,10.0,1,9,1,1,1,0.0,0.0,28.0,0,0
156,41.0,4,523910.0,0,13.0,0,6,0,1,0,0.0,0.0,40.0,0,0
157,47.0,1,120939.0,9,10.0,0,10,0,0,0,0.0,0.0,45.0,0,0
158,41.0,3,130760.0,0,13.0,0,10,0,0,0,0.0,0.0,24.0,0,0
159,23.0,1,197387.0,13,3.0,0,7,5,0,0,0.0,0.0,40.0,5,0
160,35.0,1,138992.0,4,14.0,0,2,5,0,0,7298.0,0.0,40.0,0,1
161,24.0,0,32921.0,1,9.0,3,5,1,0,0,0.0,0.0,40.0,0,0
162,26.0,1,397317.0,4,14.0,3,2,1,0,1,0.0,1876.0,40.0,0,0
163,19.0,5,170653.0,1,9.0,3,11,3,0,0,0.0,0.0,40.0,14,0
164,51.0,1,259323.0,0,13.0,0,0,0,0,0,0.0,0.0,50.0,0,1
165,42.0,4,254817.0,9,10.0,3,2,1,0,1,0.0,1340.0,40.0,0,0
166,37.0,2,48211.0,1,9.0,1,4,4,0,1,0.0,0.0,35.0,0,0
167,18.0,1,140164.0,2,7.0,3,5,3,0,1,0.0,0.0,40.0,0,0
168,36.0,1,128757.0,0,13.0,0,3,0,1,0,7298.0,0.0,36.0,0,1
169,35.0,1,36270.0,1,9.0,1,6,1,0,0,0.0,0.0,60.0,0,0
170,58.0,6,210563.0,1,9.0,0,5,2,0,1,15024.0,0.0,35.0,0,1
171,17.0,1,65368.0,2,7.0,3,5,3,0,1,0.0,0.0,12.0,0,0
172,44.0,4,160943.0,1,9.0,0,7,0,1,0,0.0,0.0,40.0,0,0
173,35.0,1,153790.0,9,10.0,3,5,1,3,1,0.0,0.0,40.0,0,0
174,60.0,1,85815.0,1,9.0,0,6,0,2,0,0.0,0.0,40.0,0,0
175,54.0,6,125417.0,7,4.0,0,9,0,0,0,0.0,0.0,40.0,0,1
176,37.0,1,635913.0,0,13.0,3,0,1,1,0,0.0,0.0,60.0,0,1
177,50.0,1,313321.0,5,12.0,1,5,1,0,1,0.0,0.0,40.0,0,0
178,38.0,1,182609.0,0,13.0,0,5,0,0,0,0.0,0.0,50.0,15,0
179,45.0,1,109434.0,0,13.0,0,2,0,0,0,0.0,0.0,55.0,0,0
180,64.0,5,187656.0,12,2.0,1,11,1,0,0,0.0,0.0,40.0,0,0
181,90.0,1,51744.0,1,9.0,3,3,1,1,0,0.0,2206.0,40.0,0,0
182,54.0,1,176681.0,1,9.0,0,4,0,1,0,0.0,0.0,20.0,0,0
183,53.0,4,140359.0,14,1.0,3,9,1,0,1,0.0,0.0,35.0,0,0
184,18.0,1,243313.0,1,9.0,3,5,3,0,1,0.0,0.0,40.0,0,0
185,60.0,5,24215.0,11,6.0,1,11,1,3,1,0.0,0.0,10.0,0,0
186,66.0,0,167687.0,1,9.0,0,8,0,0,0,1409.0,0.0,50.0,0,0
187,75.0,1,314209.0,6,11.0,5,4,1,0,1,0.0,0.0,20.0,16,0
188,65.0,1,176796.0,1,9.0,1,4,1,0,1,0.0,0.0,40.0,0,0
189,35.0,1,538583.0,2,7.0,4,7,1,1,0,3674.0,0.0,40.0,0,0
190,41.0,1,130408.0,1,9.0,1,5,4,1,1,0.0,0.0,38.0,0,0
191,25.0,1,159732.0,9,10.0,3,4,1,0,0,0.0,0.0,42.0,0,0
192,28.0,1,76714.0,10,15.0,3,2,1,0,0,0.0,0.0,55.0,0,1
193,59.0,2,268700.0,1,9.0,0,3,0,0,0,0.0,0.0,40.0,0,0
194,40.0,2,170525.0,9,10.0,3,4,1,0,1,0.0,0.0,38.0,0,0
195,41.0,1,180138.0,0,13.0,0,0,0,0,0,0.0,0.0,50.0,11,1
196,38.0,4,115076.0,4,14.0,0,0,0,0,0,0.0,0.0,70.0,0,1
197,23.0,1,115458.0,1,9.0,3,7,3,0,0,0.0,0.0,40.0,0,0
198,40.0,1,347890.0,0,13.0,0,2,0,0,0,0.0,0.0,40.0,0,1
199,24.0,2,273905.0,5,12.0,0,12,0,0,0,0.0,0.0,50.0,0,0
200,20.0,5,119156.0,9,10.0,3,11,3,0,0,0.0,0.0,20.0,0,0
201,38.0,1,179488.0,9,10.0,1,6,1,0,0,0.0,1741.0,40.0,0,0
202,56.0,1,203580.0,1,9.0,0,4,0,0,0,0.0,0.0,35.0,4,0
203,58.0,1,236596.0,1,9.0,0,4,0,0,0,0.0,0.0,45.0,0,1
204,32.0,1,183916.0,1,9.0,3,3,1,0,1,0.0,0.0,34.0,0,0
205,40.0,1,207578.0,5,12.0,0,10,0,0,0,0.0,1977.0,60.0,0,1
206,45.0,1,153141.0,1,9.0,0,4,0,0,0,0.0,0.0,40.0,4,0
207,41.0,1,112763.0,10,15.0,0,2,2,0,1,0.0,0.0,40.0,0,1
208,42.0,1,390781.0,0,13.0,0,4,2,1,1,0.0,0.0,40.0,0,0
209,59.0,4,171328.0,11,6.0,5,3,4,1,1,0.0,0.0,30.0,0,0
210,19.0,4,27382.0,9,10.0,3,4,3,0,0,0.0,0.0,40.0,0,0
211,42.0,0,303044.0,1,9.0,0,8,0,2,0,0.0,0.0,40.0,17,1
212,20.0,1,117789.0,1,9.0,3,3,3,0,1,0.0,0.0,40.0,0,0
213,32.0,1,172579.0,1,9.0,4,3,1,0,1,0.0,0.0,30.0,0,0
214,45.0,1,187666.0,6,11.0,5,0,1,0,1,0.0,0.0,45.0,0,0
215,50.0,1,204518.0,7,4.0,1,6,1,0,0,0.0,0.0,40.0,0,0
216,36.0,1,150042.0,0,13.0,1,2,3,0,1,0.0,0.0,40.0,0,0
217,45.0,1,98092.0,1,9.0,0,5,0,0,0,0.0,0.0,60.0,0,0
218,17.0,1,245918.0,2,7.0,3,3,3,0,0,0.0,0.0,12.0,0,0
219,59.0,1,146013.0,9,10.0,0,5,0,0,0,4064.0,0.0,40.0,0,0
220,26.0,1,378322.0,2,7.0,0,6,0,0,0,0.0,0.0,40.0,0,0
221,37.0,6,257295.0,9,10.0,0,0,0,2,0,0.0,0.0,75.0,18,1
222,19.0,5,218956.0,9,10.0,3,11,3,0,0,0.0,0.0,24.0,9,0
223,64.0,1,21174.0,1,9.0,0,0,0,0,0,0.0,0.0,40.0,0,1
224,33.0,1,185480.0,0,13.0,3,2,1,0,1,0.0,0.0,45.0,0,0
225,33.0,1,222205.0,1,9.0,0,6,2,0,1,0.0,0.0,40.0,0,1
226,61.0,1,69867.0,1,9.0,0,0,0,0,0,0.0,0.0,40.0,0,1
227,50.0,0,30653.0,4,14.0,0,8,0,0,0,2407.0,0.0,98.0,0,0
228,27.0,4,209109.0,4,14.0,3,2,3,0,0,0.0,0.0,35.0,0,0
229,30.0,1,70377.0,1,9.0,1,2,3,0,1,0.0,0.0,40.0,0,0
230,43.0,1,477983.0,1,9.0,0,1,0,1,0,0.0,0.0,40.0,0,0
231,44.0,1,170924.0,9,10.0,0,6,0,0,0,7298.0,0.0,40.0,0,1
232,35.0,1,190174.0,9,10.0,3,0,1,0,1,0.0,0.0,40.0,0,0
233,24.0,1,279472.0,9,10.0,0,9,2,0,1,7298.0,0.0,48.0,0,1
234,22.0,1,34918.0,0,13.0,3,2,1,0,1,0.0,0.0,15.0,10,0
235,42.0,4,97688.0,9,10.0,0,6,0,0,0,5178.0,0.0,40.0,0,1
236,34.0,1,175413.0,5,12.0,1,5,4,1,1,0.0,0.0,45.0,0,0
237,60.0,1,173960.0,0,13.0,1,2,1,0,1,0.0,0.0,42.0,0,0
238,21.0,1,205759.0,1,9.0,3,1,3,0,0,0.0,0.0,40.0,0,0
239,41.0,1,220531.0,10,15.0,0,2,0,0,0,0.0,0.0,60.0,0,1
240,50.0,1,176609.0,9,10.0,1,3,1,0,0,0.0,0.0,45.0,0,0
241,25.0,1,371987.0,0,13.0,3,0,1,0,1,0.0,0.0,40.0,0,0
242,50.0,1,193884.0,7,4.0,0,6,0,0,0,0.0,0.0,40.0,19,0
243,36.0,1,200352.0,0,13.0,0,2,0,0,0,0.0,0.0,45.0,0,0
244,29.0,4,220419.0,0,13.0,3,12,1,0,0,0.0,0.0,56.0,0,0
245,21.0,1,231931.0,9,10.0,3,5,3,0,0,0.0,0.0,45.0,0,0
246,27.0,1,248402.0,0,13.0,3,10,4,1,1,0.0,0.0,40.0,0,0
247,65.0,1,111095.0,1,9.0,0,7,0,0,0,0.0,0.0,16.0,0,0
248,37.0,6,57424.0,0,13.0,1,5,1,0,1,0.0,0.0,60.0,0,0
249,39.0,5,157443.0,4,14.0,0,11,2,2,1,3464.0,0.0,40.0,4,0
250,24.0,1,278130.0,1,9.0,3,6,3,0,0,0.0,0.0,40.0,0,0
251,38.0,1,169469.0,1,9.0,1,5,1,0,0,0.0,0.0,80.0,0,0
252,48.0,1,146268.0,0,13.0,0,4,0,0,0,7688.0,0.0,40.0,0,1
253,31.0,1,217460.0,1,9.0,0,7,0,0,0,0.0,0.0,45.0,0,1
254,24.0,1,303296.0,9,10.0,0,4,2,2,1,0.0,0.0,40.0,20,0
255,43.0,1,173321.0,1,9.0,1,4,1,0,1,0.0,0.0,40.0,0,0
256,26.0,1,193945.0,5,12.0,3,10,1,0,0,0.0,0.0,45.0,0,0
257,46.0,1,83082.0,5,12.0,3,2,1,0,1,0.0,0.0,33.0,0,0
258,35.0,1,193815.0,5,12.0,0,4,0,0,0,0.0,0.0,40.0,0,1
259,41.0,6,34987.0,9,10.0,0,8,0,0,0,0.0,0.0,54.0,0,1
260,26.0,1,59306.0,0,13.0,3,5,1,0,0,0.0,0.0,40.0,0,0
261,34.0,1,142897.0,4,14.0,0,0,0,2,0,7298.0,0.0,35.0,21,1
262,19.0,5,860348.0,9,10.0,3,11,3,1,1,0.0,0.0,25.0,0,0
263,22.0,1,199698.0,9,10.0,3,5,3,0,0,0.0,0.0,15.0,0,0
264,24.0,1,191954.0,9,10.0,3,9,1,0,0,0.0,0.0,40.0,0,0
265,77.0,0,138714.0,9,10.0,0,5,0,0,0,0.0,0.0,40.0,0,0
266,22.0,1,399087.0,13,3.0,0,9,5,0,1,0.0,0.0,40.0,5,0
267,29.0,1,423158.0,9,10.0,3,10,1,0,1,0.0,0.0,40.0,0,0
268,62.0,1,159841.0,1,9.0,5,3,1,0,1,0.0,0.0,24.0,0,0
269,39.0,0,174308.0,1,9.0,0,0,0,0,0,0.0,0.0,40.0,0,0
270,43.0,1,50356.0,9,10.0,0,6,0,0,0,0.0,1485.0,50.0,0,0
271,29.0,1,200381.0,2,7.0,3,0,1,0,1,0.0,0.0,40.0,0,0
272,76.0,0,174309.0,4,14.0,0,6,0,0,0,0.0,0.0,10.0,0,0
273,63.0,0,78383.0,1,9.0,0,8,0,0,0,0.0,0.0,45.0,0,0
274,43.0,1,187728.0,9,10.0,0,2,2,0,1,0.0,1887.0,50.0,0,1
275,58.0,0,321171.0,1,9.0,0,1,0,0,0,0.0,0.0,40.0,0,0
276,41.0,1,206565.0,9,10.0,3,6,1,1,0,0.0,0.0,45.0,0,0
277,26.0,1,224563.0,0,13.0,3,4,1,0,0,0.0,0.0,40.0,0,0
278,55.0,4,98545.0,11,6.0,0,4,0,0,0,0.0,0.0,40.0,0,0
279,53.0,1,242606.0,1,9.0,0,7,0,0,0,0.0,0.0,40.0,0,0
280,19.0,1,104112.0,1,9.0,3,5,4,1,0,0.0,0.0,30.0,22,0
281,45.0,1,261192.0,1,9.0,0,3,0,1,0,0.0,0.0,40.0,0,0
282,38.0,1,296478.0,6,11.0,0,6,0,0,0,7298.0,0.0,40.0,0,1
283,36.0,2,119272.0,1,9.0,0,12,0,0,0,7298.0,0.0,40.0,0,1
284,33.0,1,85043.0,1,9.0,3,8,1,0,0,0.0,0.0,20.0,0,0
285,43.0,0,241895.0,0,13.0,3,5,1,0,0,0.0,0.0,42.0,0,0
286,67.0,5,36135.0,2,7.0,0,11,0,0,0,0.0,0.0,8.0,0,0
287,30.0,5,151989.0,6,11.0,1,11,4,0,1,0.0,0.0,40.0,0,0
288,33.0,1,117963.0,0,13.0,0,0,0,0,0,0.0,0.0,40.0,0,1
289,26.0,1,192262.0,1,9.0,0,3,0,0,0,0.0,0.0,40.0,0,0
290,33.0,1,111363.0,0,13.0,0,0,0,0,0,0.0,0.0,40.0,0,1
291,46.0,4,329752.0,2,7.0,0,7,0,0,0,0.0,0.0,30.0,0,0
292,38.0,3,95432.0,1,9.0,0,4,0,0,0,0.0,0.0,40.0,0,1
293,65.0,1,161400.0,2,7.0,5,3,4,4,0,0.0,0.0,40.0,0,0
294,42.0,1,111949.0,1,9.0,0,4,2,0,1,0.0,0.0,35.0,0,0
295,26.0,0,117125.0,3,5.0,0,6,0,0,0,0.0,0.0,40.0,23,0
296,43.0,1,180609.0,0,13.0,0,7,0,0,0,0.0,0.0,45.0,0,0
297,43.0,1,174575.0,0,13.0,1,0,1,0,0,0.0,1564.0,45.0,0,1
298,22.0,1,410439.0,1,9.0,2,5,1,0,0,0.0,0.0,55.0,0,0
299,28.0,1,92262.0,1,9.0,0,6,0,0,0,0.0,0.0,40.0,0,0
300,22.0,1,362589.0,5,12.0,3,5,1,0,1,0.0,0.0,15.0,0,0
301,57.0,1,212448.0,0,13.0,1,0,1,0,1,0.0,0.0,45.0,0,1
302,39.0,1,481060.0,1,9.0,1,5,4,0,1,0.0,0.0,40.0,0,0
303,26.0,3,185885.0,9,10.0,3,4,4,0,1,0.0,0.0,15.0,0,0
304,17.0,1,89821.0,2,7.0,3,3,3,0,0,0.0,0.0,10.0,0,0
305,40.0,2,184018.0,6,11.0,0,9,0,0,0,0.0,0.0,38.0,0,1
306,45.0,1,256649.0,1,9.0,0,9,0,1,0,0.0,0.0,40.0,0,0
307,44.0,1,160323.0,1,9.0,3,6,1,1,0,0.0,0.0,40.0,0,0
